"Id"	"Accession"	"Gene_name"	"Identification_type_10amol_1"	"Identification_type_10amol_2"	"Identification_type_10amol_3"	"Identification_type_10amol_4"	"Identification_type_50amol_1"	"Identification_type_50amol_3"	"Identification_type_50amol_2"	"Identification_type_50amol_4"	"Identification_type_100amol_1"	"Identification_type_100amol_3"	"Identification_type_100amol_2"	"Identification_type_100amol_4"	"Identification_type_250amol_1"	"Identification_type_250amol_2"	"Identification_type_250amol_3"	"Identification_type_250amol_4"	"Identification_type_500amol_1"	"Identification_type_500amol_3"	"Identification_type_500amol_2"	"Identification_type_500amol_4"	"Identification_type_1fmol_1"	"Identification_type_1fmol_2"	"Identification_type_1fmol_3"	"Identification_type_1fmol_4"	"Identification_type_5fmol_1"	"Identification_type_5fmol_3"	"Identification_type_5fmol_2"	"Identification_type_5fmol_4"	"Identification_type_10fmol_1"	"Identification_type_10fmol_2"	"Identification_type_10fmol_3"	"Identification_type_10fmol_4"	"Identification_type_25fmol_1"	"Identification_type_25fmol_2"	"Identification_type_25fmol_3"	"Identification_type_25fmol_4"	"Identification_type_50fmol_1"	"Identification_type_50fmol_2"	"Identification_type_50fmol_3"	"Identification_type_50fmol_4"	"Specific_peptides"	"Intensity_10amol_1"	"Intensity_10amol_2"	"Intensity_10amol_3"	"Intensity_10amol_4"	"Intensity_50amol_1"	"Intensity_50amol_3"	"Intensity_50amol_2"	"Intensity_50amol_4"	"Intensity_100amol_1"	"Intensity_100amol_3"	"Intensity_100amol_2"	"Intensity_100amol_4"	"Intensity_250amol_1"	"Intensity_250amol_2"	"Intensity_250amol_3"	"Intensity_250amol_4"	"Intensity_500amol_1"	"Intensity_500amol_3"	"Intensity_500amol_2"	"Intensity_500amol_4"	"Intensity_1fmol_1"	"Intensity_1fmol_2"	"Intensity_1fmol_3"	"Intensity_1fmol_4"	"Intensity_5fmol_1"	"Intensity_5fmol_3"	"Intensity_5fmol_2"	"Intensity_5fmol_4"	"Intensity_10fmol_1"	"Intensity_10fmol_2"	"Intensity_10fmol_3"	"Intensity_10fmol_4"	"Intensity_25fmol_1"	"Intensity_25fmol_2"	"Intensity_25fmol_3"	"Intensity_25fmol_4"	"Intensity_50fmol_1"	"Intensity_50fmol_2"	"Intensity_50fmol_3"	"Intensity_50fmol_4"
124025	"ACON2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	445	35210972	36936200	31869288	30942688	33062362	34638532	33362238	28390690	39891196	39252848	36528524	31981532	34275976	32319308	36943012	29272260	36137772	37102404	34064920	33067588	33629624	31720702	38352840	32260156	31200226	41414120	30626402	33377030	36481168	34138276	38409120	37036200	41739900	32643706	37264336	34809884	45343344	34440152	39304908	22704118
125840	"ACPM_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	114	12230792	13291025	10733048	10192164	12259062	12603061	12112636	10377248	13985395	13536186	13245604	10802337	12583253	11126830	12781900	9424707	12430558	14383779	12062471	10563339	11933852	11470860	12748926	10773021	11910099	13126154	11415294	10599549	13244072	12979254	14839045	12309468	14612796	11282799	12830195	11594947	14566896	11213006	13044852	10130885
124275	"ACS2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1881	513594208	576786752	490765344	469822560	501664864	538327744	493964864	409678624	575734976	607428736	559983488	468354304	504623936	479096576	551884032	409495008	516520192	587596480	494668736	462906752	516028448	482100448	576498752	501358240	486605120	570590144	459287520	499687296	538917056	508331776	587382784	524065728	621985600	494378752	571935168	500528544	625661632	499251232	590667264	343540736
123795	"ACT_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	735	422109600	483175488	392346528	370045440	413026144	440240096	398036160	309988256	468468384	481067264	451213152	370255040	402817408	380743008	451908288	321956288	411584704	441515072	392344992	349748768	397852224	369346720	435770816	360890560	400094016	440758304	362847424	389538592	486394880	433784544	487195872	432648000	540089024	420086912	466779584	393451712	555635968	453066496	500885504	272135776
125402	"ADA2_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	2	NA	529639.62	NA	384672.47	NA	NA	315509.62	375302.47	324248.44	388631.78	381876.62	NA	NA	324146.41	386057.88	NA	370072.94	NA	388069.16	NA	339050.34	387006.09	NA	NA	NA	497207.81	NA	NA	493120.78	361570.97	482311.19	NA	525506.38	355544.34	553793	NA	NA	NA	525717.19	NA
124983	"ADD37_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	40	3683437.5	6398593	2064518.25	4970966	3481148.75	4074412.25	2073663.38	1779457	3817017.25	4168211.5	3925558.75	4862382.5	3548050	3298607	3906510	2791410.75	268647.56	2756768.25	5884993	2293039.75	3991151.5	2391666.25	304537.56	1117045	3793355.5	3035579	3452822.5	2648854.25	4165214.25	3661820.75	3131298	2968928.25	4663102	2562406.25	4539387.5	7977145.5	3213377.25	4145031.25	9059958	4237161.5
125675	"ADE_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	199	25777422	27868070	24275288	21119180	25353272	28011260	23873184	21710932	28205060	28384424	26892680	23605624	24391298	24002760	26567382	20693542	24922052	27815596	24472950	22329758	23998750	22617224	28051020	25660174	22186900	28564230	21745180	26484228	26855328	24868066	28340408	27260450	32915938	22943286	27708550	24515128	33757600	27041070	28960630	16771256
123701	"ADH1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2595	3678763520	3976474624	3450922240	3230034688	3504276992	3644496384	3311810048	2800863744	4041748992	4019818496	3802692352	3185662720	3494013184	3290558720	3758472448	2857479424	3544439040	3809025792	3377094656	3159385088	3421237248	3280281088	3769054720	3509066496	3361669120	3844071168	3260686336	3461265664	3855726848	3584986880	4050216704	3805213440	4375520256	3466096896	4042200576	3554489088	4526010368	3532555264	4145772032	2306857728
123703	"ADH3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	350	93282880	99895304	90145880	89701496	90870816	95682864	89813520	75516616	103543112	107195432	102795544	90138648	91696072	85023632	100043048	78225792	93288216	102676224	87418392	87047160	90633480	86318136	100641160	93545424	84699352	107673072	81274248	92822936	96514192	92117624	104875376	97918472	111570000	90881232	111171664	95004800	112950736	89159424	110769688	60077624
123702	"ADH5_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	766291.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	651315.62	6192964.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
124975	"ADH6_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	465	59687576	65572596	55396936	53557792	57207216	60690616	55292080	45325136	63370352	65465036	62722788	51878380	57624096	54063196	63468076	47459852	56046192	65166860	56113528	53043364	55920436	55487344	63726512	57395508	53455408	66201112	54412304	55912108	61658224	60179624	64629224	61418692	69230864	54807660	63250632	57060556	77316952	57642048	66776948	35882408
125475	"ADK_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	682	168304448	185601760	162367952	156233360	157983856	172455024	157890768	133783888	187707248	195906224	179081264	155049600	160140048	153126096	175938784	132593352	164257232	182522336	156695664	152435664	163401328	155273152	180088976	160441456	150842224	183516736	143387904	163164864	175339520	166734000	186111792	177091504	208067088	158251104	178302640	165949712	201862048	168606928	189781888	96339000
125911	"ADP1_YEAST"	NA	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	5	2268599.25	2439425	1924314.12	2057648.25	2295192.75	2256418.75	334152.09	1766678.5	2966276.5	2677577	2371945.5	2252772	2288216	2082222.88	2565122.25	1900039.75	2436034.25	513836.5	2258191.5	476800.91	2337526.75	2207497.75	622110.75	2540021.5	2636851.5	3057980.25	2299588	745694.5	872590.88	3056941.75	922812.56	3116625.75	4135501.25	4108329.75	1020579	NA	4240104	2746071.5	3392836	1745861.62
124130	"ADPP_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	120	6647241.5	7593093.5	5998446.5	5781646	6335592	6878012.5	6348430	4773668	7246177.5	8511453	7408333.5	5620658.5	6273968.5	5828105	6946086.5	4909807.5	6147867	8491550	6192700.5	5772585.5	6699003	6260525	7282477	6328317.5	6376114.5	7182529.5	5843606.5	6088050	7352103	5849943.5	6759061.5	6144495.5	8017619	6174789.5	6161358	5657727.5	7747806	6039902	6840517	4087753.5
124127	"ADRO_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	3	1084314.5	1223060.88	193521.16	980817.25	1386119.62	1007071.94	1003792.75	189455.08	1296405.25	1205502.38	124826.76	220430.92	1303438.5	1090157	1299484.5	920599.06	1121692.88	352616.62	1088269	247670.42	284328.03	1234103.25	1379954.62	1559361	1217166.25	1442143.38	1384541.75	1248175.62	1424892	1424055.75	1558302.5	1279101.25	1844366.75	429423.56	1560844.75	1254531.88	1817658.12	1537474.38	1751713.5	337452.91
123857	"ADT1_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	11504448	4391885	4316459.5	3478691	11442917	5359619	9521945	3580564.75	12936471	4795366.5	11513983	4035936.25	9894364	10262232	468648.59	279380.97	11098138	473472	11704565	9451512	9913773	5035130.5	6098164.5	5606357.5	5174075	630476.38	5867880	579502	13184382	693769.62	784585.5	10065772	11777184	9662474	328818.03	610952.69	13048060	645190.12	12271619	4728941
123855	"ADT2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	820	369391872	387919136	352114048	339057920	363825696	382909792	349561440	295331648	413608672	401632448	395329696	345281408	364231936	342124800	396706688	308378720	370911104	401632480	358259744	339018624	353605632	339484864	401488160	368405760	333795104	421929952	337445728	357802784	383119712	351746048	398518464	387013792	435363040	342167392	413167616	357586176	434186144	338135104	411119968	236300368
123856	"ADT3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	89	24028032	26673406	24260110	22827686	23895950	25710938	22417344	20511858	26152404	27008954	26634808	23952552	23159334	22281880	26175456	19698250	21777952	25346660	22880994	22125458	20721146	21452970	24269156	23537882	21055866	27669304	21969722	25005692	25392110	23850094	25950046	28061018	30469008	24199350	27039434	25484382	31047296	25022854	27054366	17558846
123777	"ADY1_YEAST"	NA	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	1	11044909	11234735	9458944	8265810	11329599	11305083	10383765	8066161.5	12427551	10728339	10689124	8889244	10536324	9752436	10661491	7335902	11557913	11572714	10590255	9423259	9757149	9700343	11264458	9354331	10514820	11145215	9104824	9700289	11629090	10265136	12337196	10467060	11348480	9460882	10266363	8435009	12889689	8874852	9829394	5016628.5
125752	"AF9_YEAST"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	31	5628530	5846578	4682900	5573392	5583044	5913092.5	4900216	4959004.5	6536491.5	6453708.5	5722990	5606499	5601162	1013673.81	6429151.5	3170185.75	5474567.5	5945963	5635974	4965593.5	5178144.5	5076118	6006863.5	6502985.5	6112334.5	6790196.5	5704577.5	6040474	5679300	6246067	6553957.5	2083059.12	8024623.5	5593982	6971355.5	6064002.5	8872194	2740668	7279481.5	3005114
124742	"AFG1_YEAST"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	27	219009.42	1956451.75	215142.64	150657.31	2259303.25	252285.61	2522936.5	1824638.25	2812900.5	268283.25	2910546	NA	2204798.5	2083445.62	2689950.75	2356174.5	341088.47	3017342.5	2909490.75	1995721.25	2427440.5	2607022.75	3002562.75	2041120.38	2459414	3126603.25	2617603	2485725.75	2857542.75	2658806.5	3034617.75	2620514.75	3360594	789688.5	2840417	3321500.5	3254167.25	2860144.25	1352539.5	1878740
125689	"AFG2_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	86	11038345	11858134	10900861	9368361	10535652	11165713	8593055	9319004	12253734	12499314	11626002	10023353	10183810	9826709	11907204	8591167	10081188	11914234	9348553	9725565	9836658	9366197	9338436	9217768	10306275	13038034	8714113	10330118	10988522	10154661	11894028	11570792	12712055	9950050	11770370	10405151	13175403	9863577	11446715	7245610
123940	"AFG3_YEAST"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	9122697	10255198	8160834	8076969	8031545	9065736	9042010	7132125	10379758	10155329	8981811	8649414	9023678	8363724.5	9382496	7894848.5	8761574	9815587	7789138	7174139.5	8835634	8131046	10899380	9079671	8394948	9724580	7994953.5	9126725	9757567	8279163.5	9686600	8692178	10476217	8438617	9606919	9373516	9950118	8233274.5	8516516	6592000.5
